property_type,sector,price,bedRoom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat, Ashish,1.25,3,2,1,Relatively New,1654,1,1,2,High,Mid Floor
flat, Ajmera I Land,3.8,4,5,3,Moderately Old,2791,1,0,1,Medium,High Floor
house, Ajmera Treon,1.9,4,3,2,Moderately Old,211,0,1,1,Low,Low Floor
flat, ACME Avenue,1.08,2,2,3,Relatively New,1130,0,0,1,Medium,Low Floor
house, Aashray Aanand,9,5,5,3+,Relatively New,8000,1,0,0,Medium,Mid Floor
house, Amidhara,12,3,4,2,Moderately Old,3240,1,0,1,Medium,Low Floor
flat, Amardeep Anutham,1.42,4,6,3+,Relatively New,2131,1,0,0,Medium,High Floor
house, AV Sundaram Plaza,8,10,10,3+,Relatively New,3123,0,0,0,Low,Low Floor
flat, Adityaraj Saphalya,2.32,3,4,3+,Moderately Old,1764,1,0,1,Medium,High Floor
flat, Atul Apartment,2.3,6,4,2,Moderately Old,3951,0,0,0,Low,Mid Floor
flat," Lodha Allura, Worli",0.91,3,3,3,Relatively New,1599,0,0,0,High,Low Floor
house, Ashiana Prem Aangan,10.75,9,9,3+,Old Property,3600,1,1,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.21,1,1,1,New Property,500,0,0,0,Low,High Floor
house, Ajmera Treon,5,3,3,2,Old Property,4950,0,0,0,Low,Low Floor
flat, Ankurdev Danvijay CHSL,2.05,4,4,3+,Moderately Old,2667,0,0,1,Low,Mid Floor
flat, Ashish,1.33,4,4,3,Relatively New,2193,1,0,0,Low,Mid Floor
house, Acropolis,2.95,4,4,3+,Old Property,1845,0,0,0,Low,Low Floor
flat, Lodha Bellagio Delhi,1.85,3,4,3,Relatively New,2179,1,0,1,Low,Low Floor
flat, Agarwal Doshi Complex,0.95,2,2,0,Moderately Old,1200,0,0,0,Low,Mid Floor
flat, Ashford Royale,1.15,2,2,3,Relatively New,1222,0,0,0,Low,Mid Floor
house, Ajmera Yogi Hills,1.7,2,2,3+,Moderately Old,900,1,1,0,Low,Mid Floor
flat, Ashford Royale Tower D,1.62,3,3,2,New Property,1346,0,1,1,Medium,Mid Floor
flat, Aakash Nidhi,2.4,2,2,2,Relatively New,1200,0,0,2,Medium,Mid Floor
flat, Ashwamedh Atlantis,1.21,3,3,3+,Relatively New,1929,1,0,0,Medium,Mid Floor
flat, Lodha Bellagio Delhi,1.3,2,2,3+,Relatively New,1406,0,1,0,Medium,High Floor
flat," Ahuja Towers, Prabhadevi",1.3,3,3,3+,New Property,2122,1,0,0,Low,Low Floor
flat, Ashford Royale,1.67,3,5,3,Moderately Old,1527,1,0,0,Medium,Mid Floor
flat, Adinath Saanvi Heights,1,2,2,2,Relatively New,1299,0,0,0,Medium,High Floor
flat," Planet Godrej, Mahalaxmi",5.9,4,4,3+,New Property,4842,1,1,1,High,High Floor
house, Raymond Tenx Habitat Delhi,6,4,5,3+,Relatively New,2430,1,0,1,Medium,Low Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.9,3,3,3+,Moderately Old,2321,1,0,0,Low,Mid Floor
flat, Ashwamedh Atlantis,1.54,4,4,3+,Moderately Old,2200,1,0,1,Medium,High Floor
house, Arihant Anmol Phase II,2.95,4,3,2,New Property,1800,0,0,2,Medium,Mid Floor
house, Ajmera Midtown,4,3,3,2,Moderately Old,2430,1,0,1,Medium,Low Floor
flat, ACME Avenue,1.9,3,3,3+,Under Construction,2288,1,0,0,Low,Low Floor
flat, Aadi Allure Wings A To E,1.35,3,3,3+,Old Property,1989,0,0,0,Medium,Mid Floor
flat," Lodha Allura, Worli",1.1,2,2,3+,Relatively New,1319,0,0,1,Low,High Floor
flat, Adinath Saanvi Heights,1.38,4,5,3+,Relatively New,2294,1,0,0,Medium,High Floor
flat, Arkade Earth Hazel,1.35,3,3,1,Relatively New,1746,0,0,0,Medium,Mid Floor
flat, Shapoorji Pallonji Skyraa,1.02,2,3,3,Relatively New,1283,0,0,0,Medium,Mid Floor
flat, Arkade Earth Hazel,1.54,4,4,3+,Moderately Old,2139,1,0,0,Medium,High Floor
flat, Ashwamedh Atlantis,1.65,4,4,3+,Relatively New,1900,0,0,0,Medium,Mid Floor
flat, Amal Aspen Garden,1.7,3,4,3,Moderately Old,1773,0,1,0,Medium,Low Floor
house, Acropolis,4.99,4,4,3+,Moderately Old,2642,1,1,0,Low,Mid Floor
flat, Ashish,1.15,3,2,3,Relatively New,1588,0,0,0,Low,High Floor
flat, Arsiwala Essar Apex,1.35,3,3,3+,Under Construction,1600,0,0,0,Medium,Mid Floor
flat, Ashar Edge,1.7,2,2,2,Under Construction,1244,0,0,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.36,2,2,1,New Property,522,0,0,0,Low,Low Floor
flat, Aayush Poornima,1.08,3,3,0,Under Construction,1758,0,0,0,Low,Low Floor
flat, Godrej Horizon Delhi,5,3,3,3+,Relatively New,2800,1,0,1,High,High Floor
flat," Lodha Allura, Worli",0.83,3,2,2,New Property,1244,0,0,0,Low,Low Floor
flat, Ashar Edge,2.1,3,3,3,Relatively New,1592,0,0,1,Low,High Floor
flat, Arihant Residency,1.25,3,3,3,Relatively New,1154,0,0,0,High,High Floor
flat, Ambrosia,2.65,4,4,3+,Relatively New,2898,1,0,1,Low,High Floor
flat, Lodha Bellagio Delhi,1.1,2,2,3,Relatively New,1173,0,0,0,Medium,High Floor
house, Birla Niyaara Worli,4.02,4,4,3+,Relatively New,5500,1,1,0,Medium,Mid Floor
house, Apsara Heritage,3.75,3,4,3,Moderately Old,1620,1,1,1,Low,Low Floor
flat, Apna Ghar,0.85,2,2,3,Relatively New,1158,0,0,1,Low,Mid Floor
house, AP White Rose,0.5,3,3,2,Moderately Old,600,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",0.79,3,2,2,New Property,1175,0,0,0,Low,High Floor
flat, Amarnath Towers,1.75,3,3,3+,New Property,1306,0,0,0,Medium,Mid Floor
flat, Lodha Bellagio Delhi,2.2,4,5,3+,Relatively New,2545,0,0,0,Medium,Mid Floor
house, Adani Estates Western Heights Phase 1 Residential,0.35,2,2,1,Old Property,360,0,0,0,Low,Low Floor
flat, Apna Ghar,0.36,2,2,1,Relatively New,531,0,1,2,Medium,Mid Floor
flat, Hiranandani Garden Powai,6.2,3,4,3+,Relatively New,2000,1,0,1,High,High Floor
house, Apsara Heritage,8,5,4,3,Relatively New,2700,1,0,0,Low,Low Floor
flat, ACME Ozone,3.2,4,4,3+,Moderately Old,2600,1,0,1,High,Mid Floor
flat, Amardeep Anutham,1.05,2,2,2,New Property,1539,0,0,0,Medium,Mid Floor
flat, Arsiwala Essar Apex,1.72,3,3,3,Relatively New,1373,0,0,1,Low,Mid Floor
flat, Arkade Earth Hazel,1.55,3,3,3+,Relatively New,1500,0,0,2,High,High Floor
flat," Ahuja Towers, Prabhadevi",1.7,3,3,3+,Under Construction,1944,0,0,0,Medium,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.37,3,2,1,Relatively New,716,0,0,1,Medium,Mid Floor
flat, Amardeep Anutham,0.46,1,1,1,New Property,778,0,0,0,Medium,High Floor
flat, Arsiwala Essar Apex,0.68,2,2,3,New Property,644,0,0,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.95,2,2,3,Under Construction,1131,0,0,0,Low,Mid Floor
flat, Ashwamedh Atlantis,1.19,3,3,2,Relatively New,1562,0,0,0,Medium,High Floor
flat," Lodha Allura, Worli",0.32,2,2,2,New Property,577,0,0,0,Low,Low Floor
flat," Ahuja Towers, Prabhadevi",0.97,2,2,3+,New Property,1103,0,0,0,Low,Low Floor
house, Amidhara,6.5,5,6,0,Moderately Old,3000,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,0.85,3,3,2,Relatively New,1500,1,0,0,Medium,Low Floor
flat, Adinath Saanvi Heights,0.94,2,2,2,Relatively New,1299,0,0,1,Medium,High Floor
flat, Apna Ghar,0.73,2,2,3+,Relatively New,1026,0,1,0,High,Mid Floor
house, Arihant Aloki Phase 1,2.25,3,3,2,Old Property,1440,0,0,1,Low,Low Floor
flat, Arsiwala Essar Apex,1.8,4,3,3,Relatively New,1983,0,0,1,Medium,High Floor
flat, Agami Emerald,1.15,2,2,2,Under Construction,103,0,0,0,Low,High Floor
flat, Arihant Anmol Phase II,1,4,3,0,Relatively New,1826,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,1.9,3,4,3,Relatively New,1605,1,0,0,Medium,High Floor
flat," Lodha Allura, Worli",0.42,2,2,2,New Property,564,0,0,0,Medium,Low Floor
flat, Avanya,0.25,1,1,0,Relatively New,318,0,0,0,Medium,Low Floor
house, Acropolis,5.6,8,6,3+,Moderately Old,3240,1,1,0,Low,Low Floor
house, Prestige Jasdan Classic,5.8,4,3,2,Relatively New,1800,0,1,0,Low,Low Floor
flat, AP White Rose,0.38,2,2,2,Moderately Old,944,0,0,0,Low,Low Floor
flat, Godrej Horizon Delhi,1.9,2,2,2,Relatively New,1358,0,0,0,Low,High Floor
flat," Sheth Beau Pride, Bandra",1.25,4,3,0,Under Construction,2040,0,0,0,Low,High Floor
flat," Ahuja Towers, Prabhadevi",1.2,3,3,3,Under Construction,1064,0,1,0,Medium,Mid Floor
flat, Piramal Mahalaxmi,1.95,3,4,3,Relatively New,2334,1,0,1,Medium,Mid Floor
flat, Aadi Allure Wings A To E,2.3,3,4,3+,New Property,1893,1,0,2,High,Mid Floor
flat, Birla Niyaara Worli,1.18,2,2,3,New Property,1400,0,0,0,Medium,Mid Floor
flat, Ambrosia,1.25,3,4,3+,Relatively New,1669,1,0,0,Medium,High Floor
flat, Aadi Allure Wings A To E,2.26,3,4,3+,New Property,1900,1,0,2,High,High Floor
flat, Piramal Mahalaxmi,2.4,4,4,3+,Relatively New,1957,0,0,0,Medium,High Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.75,3,2,2,Moderately Old,1502,0,0,0,Low,Mid Floor
flat, Shapoorji Pallonji Skyraa,2.15,3,4,3+,Relatively New,4600,0,0,0,Low,High Floor
flat, Ashwamedh Atlantis,1.25,4,4,3,Relatively New,2861,0,0,0,High,Mid Floor
flat, Ashford Royale,1.65,3,4,3,Relatively New,1765,1,1,0,Medium,High Floor
flat, Arsiwala Essar Apex,0.9,3,3,2,Relatively New,1185,0,0,2,Low,High Floor
flat, Lodha Bellagio Delhi,1.14,2,2,3,Relatively New,1604,0,0,0,Low,High Floor
house, Prestige Jasdan Classic,15,4,4,3,Moderately Old,4500,1,1,1,Low,Mid Floor
flat, Arihant Residency,1.72,3,4,3,New Property,2050,0,0,0,Low,Mid Floor
flat, Agarwal Doshi Complex,0.55,2,2,1,Relatively New,600,0,0,1,Low,Mid Floor
house, Akanksha,1.6,5,5,2,Relatively New,120,0,0,0,Low,Mid Floor
flat, Ashar Edge,1.9,3,3,3,New Property,1137,0,0,0,Low,Low Floor
flat, Apna Ghar,0.84,3,3,3+,New Property,1561,0,0,0,Medium,Mid Floor
flat, ACME Ozone Phase 2,2,4,5,3+,New Property,2416,1,0,0,Low,High Floor
flat, Amara,0.8,3,3,1,Old Property,1000,0,0,0,Low,Low Floor
flat, Piramal Mahalaxmi,2.61,3,3,3,Relatively New,2200,1,0,0,Low,High Floor
flat, Aristocrat Jai Savitri CHSL,0.4,2,2,3,Under Construction,661,0,0,0,Low,Low Floor
flat," Sheth Beau Pride, Bandra",0.78,2,2,3,Under Construction,846,0,0,0,Low,Low Floor
house, Acropolis,2.9,4,4,3,Relatively New,1557,0,1,1,Low,Low Floor
flat, Alfa Mana A M Residency,1.32,2,2,2,Relatively New,1048,0,0,0,Low,Mid Floor
flat, Ashar Sapphire,2.35,3,4,3,Relatively New,1930,1,0,0,High,Mid Floor
flat, Agarwal Agarwal Exotica,0.87,2,2,2,Relatively New,1148,0,1,0,Medium,Mid Floor
flat, Ankurdev Danvijay CHSL,0.6,1,1,1,Moderately Old,543,0,0,0,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,2.33,3,3,3,Relatively New,1711,0,1,1,High,High Floor
flat, Adhiraj Zinnia,5.6,4,6,3+,Relatively New,3655.35,1,0,1,High,Mid Floor
flat, Shapoorji Pallonji Skyraa,0.7,2,2,2,Relatively New,1505,0,0,0,Low,High Floor
flat, Aashray Aanand,3.7,4,5,3+,Relatively New,2650,1,0,1,High,High Floor
flat, Airoli Tower,1.4,3,4,2,Moderately Old,1922,1,0,0,Medium,Mid Floor
flat, Atlanta Enclave,1.09,3,4,3+,Relatively New,1833,1,0,1,High,Mid Floor
flat, Lodha Bellagio Delhi,1.08,2,2,3,New Property,1200,1,1,1,High,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.3,3,2,3,Moderately Old,1701,0,0,0,Medium,High Floor
flat, Atlanta Enclave,0.92,3,3,3,Relatively New,1602,0,0,1,Low,High Floor
house, Ashish Samriddhi,1.65,1,1,0,Moderately Old,1200,0,0,0,Low,Low Floor
flat, Ashford Royale Tower D,0.56,2,2,2,Relatively New,778,0,0,0,Low,Low Floor
flat, Ajmera I Land,3,3,3,3,Relatively New,2400,1,0,1,High,Mid Floor
flat, Agami Emerald,1.2,2,2,2,New Property,1492,0,0,0,Medium,Low Floor
flat, Anora Residency,1.2,3,3,3,Under Construction,1647,0,0,0,Low,Mid Floor
flat, ACME Ozone,4,4,5,3+,Relatively New,2701,1,0,1,High,High Floor
house, Arihant Aloki Phase 1,0.45,3,2,1,Old Property,900,0,0,0,Low,Low Floor
flat, Apna Ghar,0.9,3,3,3,Relatively New,1833,1,0,0,Medium,High Floor
flat, Amardeep Anutham,1.2,3,3,3,Relatively New,1145,0,0,0,High,High Floor
flat, Raymond Tenx Habitat Delhi,1.6,4,1,0,New Property,3008,0,0,0,Low,Low Floor
flat, ANA Avant Garde Phase 1,15,5,6,3+,Relatively New,7444,1,0,2,Low,High Floor
flat, Acropolis,1.02,2,2,3,Moderately Old,1281,0,0,0,Medium,High Floor
flat, Piramal Mahalaxmi,1.55,3,4,3,Relatively New,1315,1,0,1,High,Mid Floor
flat, Lodha Bellagio Delhi,1.25,2,2,3,Relatively New,1730,0,0,0,Low,Mid Floor
flat, ACME Avenue,1.7,4,4,3+,New Property,1809,0,0,0,Medium,High Floor
flat," Ahuja Towers, Prabhadevi",0.9,2,2,2,New Property,1105,0,0,0,Low,Low Floor
flat, Adityaraj Saphalya,2.9,3,3,3,Relatively New,2047,0,0,1,Low,Low Floor
house, AV Sundaram Plaza,2.1,2,7,3+,Relatively New,900,0,1,0,Low,Mid Floor
flat, Arkade Earth Hazel,1.3,3,3,3,Moderately Old,1747,1,0,0,Medium,High Floor
flat, Shapoorji Pallonji Skyraa,0.9,2,3,3,Relatively New,1161,1,0,0,Medium,Mid Floor
flat, Lodha Bellagio Delhi,0.9,4,4,3,Moderately Old,1575,0,0,1,Low,Mid Floor
flat, Arkade Earth Wing Ebony,1.45,3,3,3+,Relatively New,1800,0,0,1,Medium,Mid Floor
flat, Ashish,1.05,3,3,3,Moderately Old,1468,0,0,1,Medium,Mid Floor
flat, Ashar Sapphire,3.72,5,4,3+,New Property,2956,0,0,2,Low,Low Floor
flat, Aadi Allure Wings A To E,4.4,4,4,3+,New Property,3700,1,0,2,Low,Mid Floor
flat," Lodha Allura, Worli",0.3,2,2,2,Relatively New,743,0,0,0,Low,Mid Floor
house, Arihant Aloki Phase 1,1.95,2,2,2,Old Property,1440,0,0,0,Low,Low Floor
flat, Amidhara,3.1,3,4,3+,Moderately Old,2450,1,0,1,High,Mid Floor
house, Ahuja Tower,3.85,5,6,3+,Relatively New,5140,0,0,0,Medium,Mid Floor
flat, Avanya,0.51,3,2,2,Relatively New,717,0,0,0,Low,Mid Floor
flat, Lodha Bellagio Delhi,2.1,4,5,3+,Relatively New,2545,0,0,1,Medium,Mid Floor
flat, Arihant Residency,1.25,3,3,3+,Relatively New,1656,0,0,1,Low,High Floor
flat," Lodha Allura, Worli",0.99,2,2,2,Under Construction,1045,0,0,0,Low,Mid Floor
flat, Amarnath Towers,1.15,2,2,3,Relatively New,1380,0,0,0,High,High Floor
flat, Ajmera Iland,6.02,3,3,3,Under Construction,2892,0,0,0,Medium,High Floor
house, Acropolis,0.4,2,2,1,Relatively New,583,0,0,0,Low,Low Floor
house, Mahindra Happinest Kalyan,0.38,3,3,3,Relatively New,900,0,0,0,Low,Mid Floor
flat, Anora Residency,1.05,3,3,3,New Property,1500,0,0,1,Low,Mid Floor
flat, Amarnath Towers,1.38,3,3,3+,Relatively New,2296,1,0,0,Medium,Mid Floor
flat, Agarwal Lifestyle,1.08,3,3,3,New Property,1774,1,0,0,Medium,Low Floor
flat, Mahindra Happinest Kalyan,0.53,3,3,2,Relatively New,995,0,0,1,Low,Low Floor
flat, Ashish,1.05,3,3,3,Relatively New,1618,0,1,0,Medium,Mid Floor
flat," Sheth Beau Pride, Bandra",1.07,4,3,3,Under Construction,2040,1,0,0,Medium,Mid Floor
flat, Shapoorji Pallonji Skyraa,1.2,3,2,3+,Relatively New,1550,1,0,1,High,High Floor
flat, Ashwamedh Atlantis,1.29,3,3,3+,Relatively New,1817,1,0,0,High,High Floor
flat, Birla Niyaara Worli,1.68,3,3,3+,New Property,1900,1,0,0,Medium,Mid Floor
flat, Aadi Allure Wings A To E,0.31,1,1,1,Relatively New,366,0,0,2,Medium,High Floor
flat, Aadi Allure Wings A To E,2.22,3,4,3+,Relatively New,2407,1,0,1,High,High Floor
flat, Ashish,1.18,3,3,2,Relatively New,1618,0,0,0,Low,High Floor
house, Ambrosia,0.62,3,3,1,Moderately Old,900,0,0,2,Low,Low Floor
flat, Shapoorji Pallonji Skyraa,1.2,3,3,3+,Relatively New,1275.53,0,0,0,Medium,Mid Floor
flat," Lodha Allura, Worli",0.26,2,2,2,Relatively New,640,0,0,0,Low,Mid Floor
flat, Anmol Apartment,1.15,2,2,2,New Property,1235,0,0,1,Medium,Low Floor
flat, Amardeep Anutham,3.9,3,3,0,Relatively New,2450,0,0,0,Medium,High Floor
flat, Piramal Mahalaxmi,1.95,3,3,3,New Property,1465,0,1,0,Medium,High Floor
flat," Sheth Beau Pride, Bandra",0.82,3,3,3+,Relatively New,1221.18,0,0,0,Medium,High Floor
flat, Godrej Horizon Delhi,4.7,3,3,3+,Relatively New,2380,1,0,1,Low,Mid Floor
flat, Aristocrat Jai Savitri CHSL,0.38,2,2,2,Relatively New,716,0,0,0,Medium,Mid Floor
house, Raymond Tenx Habitat Delhi,5.9,4,5,2,Relatively New,2430,1,0,1,Medium,Low Floor
flat, Adityaraj Saphalya,3.4,3,4,3+,Relatively New,2134,1,0,1,High,High Floor
flat, Avanya,0.3,2,2,1,Relatively New,544,0,0,0,Medium,Mid Floor
flat, Lodha Bellagio Delhi,1.25,2,2,3+,Relatively New,1426,0,1,0,High,High Floor
flat, Apna Ghar,0.6,2,2,2,Relatively New,1086,0,0,0,Medium,High Floor
house, Atlanta CHS,7.85,9,9,3+,Relatively New,2700,1,0,2,Low,Mid Floor
flat, Avanya,0.35,2,2,2,Relatively New,608,0,0,0,Low,Mid Floor
flat, Agami Emerald,1.25,2,2,3,Under Construction,1385,0,0,0,Medium,High Floor
flat, Arihant Anmol Phase II,1.55,3,3,2,Relatively New,1428,0,0,0,Medium,Mid Floor
house, Arihant Aloki Phase 1,1.75,4,2,2,Old Property,1575,0,0,0,Low,Low Floor
flat, Arihant Anmol Phase II,1.66,4,4,1,Relatively New,1783,0,0,0,Medium,High Floor
flat, Lodha Bellagio Delhi,2.2,4,5,3+,Relatively New,2390,1,0,0,High,Mid Floor
flat, Avanya,1.32,3,3,3,Relatively New,1758,0,0,0,Medium,Mid Floor
flat, Arkade Earth Hazel,2.2,3,3,1,Relatively New,1747,0,0,2,Medium,Mid Floor
flat, Ahuja Tower,0.75,2,2,2,Relatively New,1000,0,0,0,Low,Low Floor
flat, Ashwamedh Atlantis,0.85,3,4,3,Relatively New,1679,1,1,0,Medium,Mid Floor
flat, Arkade Earth Wing Ebony,0.29,1,1,0,Moderately Old,278,0,0,1,Low,Low Floor
flat, Adani The Views Delhi,0.42,3,2,1,Relatively New,1111,0,0,0,Low,Low Floor
flat, A K Plaza,1.47,2,2,3,New Property,1281,0,0,1,Low,High Floor
house, Ajita Complex,1.64,3,3,2,New Property,1620,1,0,1,Medium,Mid Floor
flat, Arihant Residency,1.45,2,2,3,Under Construction,1578,0,0,0,Medium,High Floor
flat, Lodha Bellagio Delhi,1.18,2,3,3,Relatively New,1420,0,0,1,High,High Floor
flat, Agarwal Doshi Complex,1.2,3,3,3,Relatively New,1466,0,0,1,Low,Mid Floor
flat, Raymond Tenx Habitat Delhi,1.68,3,3,3,Relatively New,1579,0,0,0,Medium,Mid Floor
flat," Sheth Beau Pride, Bandra",0.8,4,4,3,Moderately Old,1893,0,0,0,Medium,Low Floor
flat, Arihant Residency,1.9,3,4,3,Under Construction,1946,0,0,0,Medium,High Floor
house, Mahindra Happinest Kalyan,2,5,5,2,Old Property,1350,0,0,0,Low,Mid Floor
flat, Arkade Earth Hazel,1.55,3,3,3,Relatively New,1900,0,0,0,Low,Mid Floor
house, Adani The Views Delhi,1.3,3,3,1,Moderately Old,1125,0,0,0,Low,Low Floor
flat, Anora Residency,0.55,1,1,0,Relatively New,669,0,0,0,Low,Mid Floor
flat, Apna Ghar,1.35,3,3,3,Relatively New,1750,0,0,0,Medium,Mid Floor
flat, Atul Blue Excellency,3.5,3,3,3,Under Construction,1350,0,0,0,Low,Low Floor
flat, Agarwal Solitaire,2.25,4,4,2,Old Property,3194,1,0,2,Low,Mid Floor
house, Ajmera Treon,0.67,3,3,2,Relatively New,76,0,0,0,Low,Low Floor
flat, Godrej Horizon Delhi,2.5,3,3,3,Relatively New,1493,1,0,0,Low,Mid Floor
flat, Ashford Royale,2,4,5,3+,Relatively New,2172,1,0,1,Low,Low Floor
flat, Alfa Mana A M Residency,2.7,4,4,3,Relatively New,2501,1,0,0,Low,Mid Floor
flat, Arihant Residency,2.69,3,4,3+,New Property,2152,1,0,0,Low,Mid Floor
flat, ACME Ozone,3.3,3,4,3+,New Property,2185,1,0,2,High,High Floor
flat, Raymond Tenx Habitat Delhi,1.8,3,3,3+,Relatively New,2000,0,0,0,High,Mid Floor
flat, Arkade Earth Hazel,1.72,3,3,1,Relatively New,1746,0,0,1,Low,Mid Floor
flat, Lodha Bellagio Delhi,1.15,2,2,3+,Relatively New,1380,0,1,0,High,High Floor
flat, Acropolis,0.95,2,2,1,Relatively New,1100,0,0,0,Medium,Low Floor
flat, Shapoorji Pallonji Skyraa,1.6,3,4,3+,Relatively New,1500.29,1,0,1,Medium,Mid Floor
flat, Birla Niyaara Worli,1.27,2,2,3+,Relatively New,1449,0,0,1,Medium,High Floor
flat, Ashford Royale,1.66,3,5,3,Relatively New,1527,1,0,0,Medium,Mid Floor
flat, Alfa Mana A M Residency,3,4,5,3+,Relatively New,2100,1,0,1,Low,Mid Floor
flat, Ashar Sapphire,1.65,3,2,2,Relatively New,1420,0,0,0,Low,Mid Floor
flat, Ashford Royale,1.3,3,3,3,Under Construction,1865,0,0,1,Medium,High Floor
flat, Arihant Residency,1.25,3,3,2,Relatively New,1212,0,0,1,High,Low Floor
flat," Lodha Allura, Worli",0.45,2,2,1,New Property,590,0,0,0,Low,Mid Floor
flat, Ankurdev Danvijay CHSL,1.35,3,2,2,Old Property,1275,0,0,0,High,Low Floor
flat, Lodha Bellagio Delhi,1.17,2,2,3,Relatively New,1660,0,0,0,Low,High Floor
house, Arihant Aloki Phase 1,1.35,4,5,0,Old Property,330,0,0,0,Low,Mid Floor
house," Lodha Allura, Worli",6.25,3,3,0,Moderately Old,9000,0,0,0,Low,Low Floor
flat, Aadi Allure Wings A To E,0.6,2,2,1,Relatively New,1000,0,0,0,Low,Low Floor
flat, Arkade Earth Hazel,0.67,2,2,1,Relatively New,1231,0,0,0,Medium,Mid Floor
flat, Ambrosia,1.5,2,2,2,Under Construction,1403,0,0,0,Low,Mid Floor
house, Alfa Mana A M Residency,8.8,4,4,3+,Relatively New,2115,1,1,0,Medium,Mid Floor
flat, Atlantic heritage,1.55,3,3,3+,Moderately Old,2000,0,0,1,Medium,Mid Floor
flat, A K Plaza,1.52,2,2,3,Relatively New,1250,0,1,0,High,Mid Floor
flat," Ahuja Towers, Prabhadevi",1.14,3,3,2,Under Construction,1581,0,0,0,Medium,Low Floor
flat, Arihant Anmol Phase II,1.7,4,4,2,New Property,1819,0,0,0,Medium,Mid Floor
flat, ACME Oasis,3.4,4,5,3,Relatively New,3000,1,0,0,High,Mid Floor
house, Amidhara,6.8,4,5,3,Old Property,2160,1,0,1,Medium,Mid Floor
flat, ACME Ozone Phase 2,1.9,3,4,3+,Relatively New,3716,1,0,1,Low,Mid Floor
house, Aditya Purnima Pride,1,1,1,0,Relatively New,1500,0,0,0,Low,Low Floor
flat," Planet Godrej, Mahalaxmi",0.56,2,2,1,Old Property,1028,0,0,1,Low,High Floor
flat," Lodha Allura, Worli",0.55,2,2,3,New Property,828,0,0,0,Medium,Mid Floor
flat, Aadi Allure Wings A To E,2.25,3,4,3+,Relatively New,2090,1,0,2,High,High Floor
house, Raymond Tenx Habitat Delhi,5.5,4,4,3+,New Property,2430,1,0,0,Medium,Low Floor
house, Hiranandani Garden Powai,6,4,4,3+,Old Property,2700,0,0,1,Medium,Mid Floor
house, ANA Avant Garde Phase 1,8.2,3,3,2,Moderately Old,3240,1,0,2,High,Low Floor
flat, Anora Residency,1.44,3,3,3+,New Property,2211,1,0,0,Low,Mid Floor
house, Raymond Tenx Habitat Delhi,1.87,3,4,0,Relatively New,2150,0,0,0,Low,High Floor
flat, Arihant Anmol Phase II,2.06,3,3,3,Relatively New,1640,0,0,0,Low,High Floor
flat, Raymond Tenx Habitat Delhi,1.8,3,3,2,Moderately Old,1910,1,0,0,Medium,Low Floor
flat, Apna Ghar,0.89,3,3,3,Relatively New,1833,0,0,0,Medium,Mid Floor
flat, Arkade Earth,2.51,3,3,3+,Old Property,2061,0,0,1,Medium,Mid Floor
flat, Agami Emerald,1.25,2,2,3+,Under Construction,1539,0,0,0,Low,High Floor
flat, Lodha Bellagio Delhi,0.9,3,3,3,Relatively New,1436,0,0,0,Low,Mid Floor
flat, Aashray Aanand,3.65,4,5,3+,Moderately Old,2670,1,0,0,Medium,High Floor
flat, Ajmera Vishwa Nagri Building No 3 And 4,0.9,3,3,3+,Moderately Old,2070,1,0,0,Low,Mid Floor
flat, Arihant Anmol Phase II,2,4,4,2,Relatively New,1819,0,0,0,Medium,Low Floor
flat, Ashwamedh Atlantis,1.65,4,4,3+,Moderately Old,2139,1,0,1,Medium,High Floor
house, Ajmera Redwood Building,4.5,5,5,1,Relatively New,2778,0,0,0,Low,Low Floor
flat, Arsiwala Essar Apex,1.6,4,3,3+,Relatively New,2000,0,0,1,Medium,Mid Floor
flat, Agarwal Lifestyle,1.92,3,3,2,Under Construction,1628,0,0,0,Medium,Mid Floor
flat, Godrej Horizon Delhi,2.8,4,4,3,Relatively New,2194,1,0,1,Medium,Low Floor
flat, Anora Residency,0.95,2,2,0,Under Construction,1578,1,0,0,Medium,High Floor
house, Ashoka Swaroop Residency,1.5,2,2,2,Old Property,1426,0,0,0,Low,Mid Floor
house, Mahindra Happinest Kalyan,0.9,2,4,0,Old Property,675,0,0,0,Low,Low Floor
house, Apsara Heritage,4.6,6,6,3,Old Property,2700,1,1,2,Medium,Mid Floor
flat, Atlantic heritage,3.85,3,3,3+,Old Property,2119,1,0,0,Medium,Mid Floor
flat, Raymond Tenx Habitat Delhi,2.22,3,3,3,Relatively New,1896,1,0,0,Medium,High Floor
flat," Lodha Allura, Worli",0.38,2,2,2,Relatively New,750,0,0,0,Low,Mid Floor
